TSC_CCS Type,TSC_CCS Code,Sector,TSC_CCS Category,TSC_CCS Title,TSC_CCS Description,Proficiency Level,Proficiency Description,Knowledge / Ability Classification,Knowledge / Ability Items
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,WSH management programmes
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",ability,Establish an internal audit programme to evaluate the organisational WSH management system
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,Means of assessing legal updates
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,Methods of collecting valid and reliable information relevant to WSH
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,SS 506 requirements and risk management code of practice
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,Types of incidents
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,Types of audit programme
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",ability,Establish WSH management programme framework for organisation to embark on to meet the organisational safety and health needs
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",ability,Develop performance measurement and monitoring procedure to monitor and measure WSH performance
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,Emergency preparedness and response plan framework
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",ability,Review WSH policy and risk management plan for deficiencies against the requirements of SS 506 and risk management code of practice
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",ability,"Conduct management review of WSH management system to ensure its continuing stability, adequacy and effectiveness"
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,WSH performance measurement and monitoring procedures
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",ability,Set WSH objectives and determine specific programme(s) to enable the achievement of the WSH objectives for organisation
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,"Investigation process for WSH accident, incident, and non-conformance"
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,Relevant information for the review of WSH policy and risk management plan
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,Types of WSH performance data
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,Workplace Safety and Health (WSH) legal and other requirements
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",ability,Develop operational control to manage the WSH risks to an acceptable level
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,Hazard identification and risk assessment methodology
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",ability,Develop processes for investigation and reporting of accident/incident
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,Risk management plan
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,Features of WSH policy
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",knowledge,Types of emergency response plans
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",ability,Develop the WSH management system implementation plan
tsc,WPH-WSH-4086-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health System Management,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,4,"Facilitate development and implementation of Workplace Safety and Health (WSH) frameworks and procedures in control of operations, maintenance, contractor and other work activities",ability,Establish a framework for organisational emergency preparedness and response plan
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",knowledge,"WSH hazards and risks associated with chemical, process, pharmaceutical industries and laboratories"
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",knowledge,"Applicable WSH legal requirements for the chemical, process, pharmaceutical industries and laboratories"
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",knowledge,Management of biological hazards
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",knowledge,Management of compliance issues
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",knowledge,Management of general laboratory safety and health
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",ability,Formulate implementation plan in accordance to the organizational Risk Management Plan
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",knowledge,Management of chemical hazards
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",ability,Monitor the implementation of control measures in daily work activities
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",knowledge,Types of exposures to health hazards
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",knowledge,Operational control of fire and explosion
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",knowledge,Methods of monitoring implementation of control measures
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",knowledge,"Control measures for the chemical, process, pharmaceutical industries and laboratories"
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",ability,Develop the control measures to address the WSH hazards and risks
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",ability,Identify WSH hazards and assess risks including personal health issues of key trades and daily work activities associated with the industry in accordance to organisational procedures and legal requirements
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",knowledge,Control measures for working at heights
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",ability,"Communicate WSH hazards and risks, proposed control measures and implementation plan to relevant stakeholders"
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",ability,Report to management on the status of the implementation plan
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",knowledge,Management of radiation hazards
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",knowledge,Status reports of implementation plan
tsc,WPH-WSH-5079-1.1,Workplace Safety and Health,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",5,"Handle operational issues associated with the management of risk in the chemical, process, pharmaceutical industries and laboratories",knowledge,"Key operations and daily work activities in the chemical, process, pharmaceutical industries and laboratories"
tsc,WPH-WSH-5080-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Construction Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the construction industry,5,Handle operational issues associated with the controls and management of risks in the construction industry,ability,Develop the control measures to address the WSH hazards and risks identified
tsc,WPH-WSH-5080-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Construction Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the construction industry,5,Handle operational issues associated with the controls and management of risks in the construction industry,knowledge,Applicable WSH legal and other requirements for the construction industry
tsc,WPH-WSH-5080-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Construction Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the construction industry,5,Handle operational issues associated with the controls and management of risks in the construction industry,knowledge,Control measures to address hazards and risks in the construction industry
tsc,WPH-WSH-5080-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Construction Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the construction industry,5,Handle operational issues associated with the controls and management of risks in the construction industry,knowledge,Status report of an implementation plan
tsc,WPH-WSH-5080-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Construction Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the construction industry,5,Handle operational issues associated with the controls and management of risks in the construction industry,knowledge,Key types of trades and working environment in the construction industry
tsc,WPH-WSH-5080-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Construction Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the construction industry,5,Handle operational issues associated with the controls and management of risks in the construction industry,ability,Formulate implementation plan in accordance to the organisational risk management plan
tsc,WPH-WSH-5080-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Construction Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the construction industry,5,Handle operational issues associated with the controls and management of risks in the construction industry,knowledge,Types of WSH hazards and risks including personal health issues in the construction industry
tsc,WPH-WSH-5080-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Construction Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the construction industry,5,Handle operational issues associated with the controls and management of risks in the construction industry,ability,"Communicate WSH hazards and risks, proposed control measures and implementation plan to relevant stakeholders"
tsc,WPH-WSH-5080-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Construction Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the construction industry,5,Handle operational issues associated with the controls and management of risks in the construction industry,knowledge,WSH training for construction industry
tsc,WPH-WSH-5080-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Construction Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the construction industry,5,Handle operational issues associated with the controls and management of risks in the construction industry,ability,Identify WSH hazards and assess the risks including personal health issues of key trades and daily work activities in the construction industry in accordance to organisational procedures and legal requirements
tsc,WPH-WSH-5080-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Construction Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the construction industry,5,Handle operational issues associated with the controls and management of risks in the construction industry,knowledge,Methods of monitoring the implementation of control measures
tsc,WPH-WSH-5080-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Construction Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the construction industry,5,Handle operational issues associated with the controls and management of risks in the construction industry,ability,Report to management on the status of the implementation plan
tsc,WPH-WSH-5080-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Construction Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the construction industry,5,Handle operational issues associated with the controls and management of risks in the construction industry,ability,Monitor implementation of control measures in daily work activities
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,knowledge,Methods of monitoring the implementation of control measures
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,knowledge,WSH legal and other requirements relating to the manufacturing industry
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,knowledge,WSH hazards and risks associated in the manufacturing industry
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,knowledge,Control measures for fire risks in manufacturing industry
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,knowledge,Fire hazards and risks control measures
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,knowledge,Status report of an implementation plan
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,ability,Identify WSH hazards including fire hazards and personal health issues and assess the risks
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,knowledge,Type of fire extinguishers
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,ability,Formulate implementation plan in accordance to the organisational risk management plan
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,ability,Monitor implementation of control measures in daily activities
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,ability,Develop control measures to address the WSH hazards and risks identified
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,knowledge,Ignition sources control measures
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,knowledge,Types of fire suppression systems
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,ability,"Communicate WSH hazards and risks, proposed control measures and implementation plan to relevant stakeholders"
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,knowledge,Relevant stakeholders
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,knowledge,Safe storage and transport conditions of flammable substance
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,knowledge,Types of fire detection systems
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,ability,Report to management on the status of the implementation plan
tsc,WPH-WSH-5081-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,5,Handle operational issues associated with the controls and management of risk in the manufacturing industry,knowledge,Flammable substances control measures
tsc,WPH-WSH-5082-1.1,Workplace Safety and Health,Workplace Safety and Health Management,Workplace Safety and Health Management in Marine Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the marine industry,5,Handle the operational issues associated with the controls and management of risks in the marine industry,knowledge,Status report of an implementation plan
