TSC Code,Sector,TSC_CCS Category,TSC_CCS Title,TSC_CCS Description,TSC_CCS Type
MED-MPN-4014-1.1,Media,Media Technology and Operations,Content Delivery Network Operations,"Manage and content delivery over digital platforms by designing, deploying, operating and maintaining Content Delivery Networks (CDNs)",tsc
MED-MPN-4015-1.1,Media,Media Technology and Operations,Content Ingest Operations,"Execute technical processes to receive, record, transform and store content as per the organisation's standards, for the purpose of broadcast or distribution",tsc
MED-MPN-4016-1.1,Media,Media Technology and Operations,Content Rating and Compliance,"Moderate the exhibition and publication of media content by assuring compliance with established laws and legislation, regulatory standards and social values",tsc
MED-MPN-4017-1.1,Media,Media Technology and Operations,Customisation and Localisation,"Customise and localise media content to ensure alignment to audience preferences and social and cultural norms of the target market to maximise the reach, appeal and commercial value of the content",tsc
MED-MPN-4018-1.1,Media,Media Technology and Operations,Master Control Room Operations,"Manage playout, transmission and other broadcast processes to deliver content through linear programming over broadcast networks",tsc
MED-MPN-4019-1.1,Media,Media Technology and Operations,Media Content Cataloguing,Develop structured systems and processes to catalogue the organisation's content,tsc
MED-MPN-4020-1.1,Media,Media Technology and Operations,Media Data Management,"Design, implement and operate digital systems for managing the access to the organisation's content, including intellectual property and licensed content",tsc
MED-MPN-4021-1.1,Media,Media Technology and Operations,Programme Planning,Develop programming strategies and plans to manage the placement of the organisation's content on linear and non-linear platforms and to maximise the reach and monetisation potential of the content,tsc
MED-MPN-5011-1.1,Media,Media Technology and Operations,Broadcast Infrastructure Design,"Design broadcast systems and infrastructure in light of commercial, technical and implementation considerations to meet current and future broadcast requirements",tsc
MED-MPN-5012-1.1,Media,Media Technology and Operations,Broadcast Infrastructure Installation,"Plan and execute the installation of broadcast systems, equipment and other infrastructure to meet the organisation's current and future requirements",tsc
MED-MPN-5013-1.1,Media,Media Technology and Operations,Broadcast Infrastructure Maintenance,"Maintain broadcast systems, equipment and other infrastructure to ensure continuity and efficiency of broadcast operations",tsc
MED-MPN-5014-1.1,Media,Media Technology and Operations,Content Delivery Network Operations,"Manage and content delivery over digital platforms by designing, deploying, operating and maintaining Content Delivery Networks (CDNs)",tsc
MED-MPN-5015-1.1,Media,Media Technology and Operations,Content Ingest Operations,"Execute technical processes to receive, record, transform and store content as per the organisation's standards, for the purpose of broadcast or distribution",tsc
MED-MPN-5016-1.1,Media,Media Technology and Operations,Content Rating and Compliance,"Moderate the exhibition and publication of media content by assuring compliance with established laws and legislation, regulatory standards and social values",tsc
MED-MPN-5017-1.1,Media,Media Technology and Operations,Customisation and Localisation,"Customise and localise media content to ensure alignment to audience preferences and social and cultural norms of the target market to maximise the reach, appeal and commercial value of the content",tsc
MED-MPN-5018-1.1,Media,Media Technology and Operations,Master Control Room Operations,"Manage playout, transmission and other broadcast processes to deliver content through linear programming over broadcast networks",tsc
MED-MPN-5021-1.1,Media,Media Technology and Operations,Programme Planning,Develop programming strategies and plans to manage the placement of the organisation's content on linear and non-linear platforms and to maximise the reach and monetisation potential of the content,tsc
MED-OUS-2009-1.1,Media,Media Technology and Operations,Network Administration and Maintenance,"Monitor network in order to provide for optimum levels of network performance and minimisation of downtime. This includes detection, isolation, recovery and limitation of the impact of failures on the network as well as provision of support to system users through ongoing maintenance information sharing and training",tsc
MED-OUS-3009-1.1,Media,Media Technology and Operations,Network Administration and Maintenance,"Monitor network in order to provide for optimum levels of network performance and minimisation of downtime. This includes detection, isolation, recovery and limitation of the impact of failures on the network as well as provision of support to system users through ongoing maintenance information sharing and training",tsc
MED-OUS-4009-1.1,Media,Media Technology and Operations,Network Administration and Maintenance,"Monitor network in order to provide for optimum levels of network performance and minimisation of downtime. This includes detection, isolation, recovery and limitation of the impact of failures on the network as well as provision of support to system users through ongoing maintenance information sharing and training",tsc
MED-MED-3015-1.1,Media,Music Composition,Compositional Flexibility,"Modify, adapt, or manipulate musical compositions while retaining its core identity or artistic intent",tsc
MED-MED-3057-1.1,Media,Music Composition,Music Arrangement and Orchestration,Write or adapt new musical compositions and rearrange existing musical compositions for another medium for an orchestra or musical ensemble,tsc
MED-MED-4015-1.1,Media,Music Composition,Compositional Flexibility,"Modify, adapt, or manipulate musical compositions while retaining its core identity or artistic intent",tsc
MED-MED-4057-1.1,Media,Music Composition,Music Arrangement and Orchestration,Write or adapt new musical compositions and rearrange existing musical compositions for another medium for an orchestra or musical ensemble,tsc
MED-MED-5015-1.1,Media,Music Composition,Compositional Flexibility,"Modify, adapt, or manipulate musical compositions while retaining its core identity or artistic intent",tsc
MED-MED-5057-1.1,Media,Music Composition,Music Arrangement and Orchestration,Write or adapt new musical compositions and rearrange existing musical compositions for another medium for an orchestra or musical ensemble,tsc
MED-WSH-1077-1.2,Media,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",tsc
MED-WSH-2077-1.2,Media,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",tsc
MED-WSH-3077-1.2,Media,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",tsc
MED-WSH-4077-1.2,Media,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",tsc
MED-WSH-5077-1.2,Media,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",tsc
MED-DES-2007-1.1-1,Media,Product Management,User Experience Design,"Conceptualise and enhance the users' interactions and engagement with products and services by integrating elements of interaction design, information architecture, information design, visual interface design, user assistance design and user-centered design",tsc
MED-DES-2031-1.1,Media,Product Management,User Interface Design,"Design user interfaces for products and services, incorporating visual, technical and functional elements that facilitate ease of access, understanding and usage",tsc
MED-DES-3007-1.1-1,Media,Product Management,User Experience Design,"Conceptualise and enhance the users' interactions and engagement with products and services by integrating elements of interaction design, information architecture, information design, visual interface design, user assistance design and user-centered design",tsc
MED-DES-3031-1.1,Media,Product Management,User Interface Design,"Design user interfaces for products and services, incorporating visual, technical and functional elements that facilitate ease of access, understanding and usage",tsc
MED-DES-4007-1.1-1,Media,Product Management,User Experience Design,"Conceptualise and enhance the users' interactions and engagement with products and services by integrating elements of interaction design, information architecture, information design, visual interface design, user assistance design and user-centered design",tsc
MED-DES-4031-1.1,Media,Product Management,User Interface Design,"Design user interfaces for products and services, incorporating visual, technical and functional elements that facilitate ease of access, understanding and usage",tsc
MED-DES-5007-1.1-1,Media,Product Management,User Experience Design,"Conceptualise and enhance the users' interactions and engagement with products and services by integrating elements of interaction design, information architecture, information design, visual interface design, user assistance design and user-centered design",tsc
MED-DES-5031-1.1,Media,Product Management,User Interface Design,"Design user interfaces for products and services, incorporating visual, technical and functional elements that facilitate ease of access, understanding and usage",tsc
MED-SNA-4018-1.1-1,Media,Product Management,Product Management,"Create and manage a product roadmap, involving the ideating, planning, forecasting, marketing and management of a product or a suite of products throughout stages of its lifecycle, from its conceptualisation to market entrance and eventual phasing-out",tsc
MED-SNA-5018-1.1-1,Media,Product Management,Product Management,"Create and manage a product roadmap, involving the ideating, planning, forecasting, marketing and management of a product or a suite of products throughout stages of its lifecycle, from its conceptualisation to market entrance and eventual phasing-out",tsc
MED-SNA-6018-1.1,Media,Product Management,Product Management,"Create and manage a product roadmap, involving the ideating, planning, forecasting, marketing and management of a product or a suite of products throughout stages of its lifecycle, from its conceptualisation to market entrance and eventual phasing-out",tsc
MED-SNM-2033-1.1,Media,Product Management,Customer Experience Management,"Develop and implement a cohesive end-to-end customer journey and experience to engage a population of customers with changing profiles, demands and buying patterns",tsc
MED-SNM-3033-1.1,Media,Product Management,Customer Experience Management,"Develop and implement a cohesive end-to-end customer journey and experience to engage a population of customers with changing profiles, demands and buying patterns",tsc
MED-SNM-4033-1.1,Media,Product Management,Customer Experience Management,"Develop and implement a cohesive end-to-end customer journey and experience to engage a population of customers with changing profiles, demands and buying patterns",tsc
MED-SNM-5033-1.1,Media,Product Management,Customer Experience Management,"Develop and implement a cohesive end-to-end customer journey and experience to engage a population of customers with changing profiles, demands and buying patterns",tsc
MED-PMN-3023-1.2,Media,"Product, Sales and Market Management",Product Marketing and Branding,"Develop and implement product marketing strategies by leading sales data collection, segmentation, market research, product marketing idea development and optimisation. Implement product marketing strategies and recommend changes based on desired product and/or corporate positioning and branding",tsc
MED-PMN-4023-1.2,Media,"Product, Sales and Market Management",Product Marketing and Branding,"Develop and implement product marketing strategies by leading sales data collection, segmentation, market research, product marketing idea development and optimisation. Implement product marketing strategies and recommend changes based on desired product and/or corporate positioning and branding",tsc
MED-PMN-5023-1.2,Media,"Product, Sales and Market Management",Product Marketing and Branding,"Develop and implement product marketing strategies by leading sales data collection, segmentation, market research, product marketing idea development and optimisation. Implement product marketing strategies and recommend changes based on desired product and/or corporate positioning and branding",tsc
MED-MED-3007-1.1,Media,Production Accounting,Accounting for Production,"Manage finances, maintain financial records and prepare budgets for films and television shows",tsc
MED-MED-2030-1.1,Media,Production Design and Art,Fabric and Material Design,Select appropriate fabric and material choices for costume construction,tsc
MED-MED-3010-1.1,Media,Production Design and Art,Art Department Graphic Design,Conceptualise and create graphic elements to be applied onto props and signage,tsc
MED-MED-3017-1.1,Media,Production Design and Art,Costume Construction and Tailoring,"Create and develop original costume designs that align with the visual style, period, genre, and narrative of the production",tsc
MED-MED-3018-1.1,Media,Production Design and Art,Costume Design and Conceptualisation,Design costumes that align with the production's requirements and artistic vision,tsc
MED-MED-3030-1.1,Media,Production Design and Art,Fabric and Material Design,Select appropriate fabric and material choices for costume construction,tsc
MED-MED-3033-1.1,Media,Production Design and Art,Food Styling,Style food and beverage items for the screen,tsc
MED-MED-4017-1.1,Media,Production Design and Art,Costume Construction and Tailoring,"Create and develop original costume designs that align with the visual style, period, genre, and narrative of the production",tsc
MED-MED-4018-1.1,Media,Production Design and Art,Costume Design and Conceptualisation,Design costumes that align with the production's requirements and artistic vision,tsc
MED-MED-4030-1.1,Media,Production Design and Art,Fabric and Material Design,Select appropriate fabric and material choices for costume construction,tsc
MED-MED-5017-1.1,Media,Production Design and Art,Costume Construction and Tailoring,"Create and develop original costume designs that align with the visual style, period, genre, and narrative of the production",tsc
MED-MED-5018-1.1,Media,Production Design and Art,Costume Design and Conceptualisation,Design costumes that align with the production's requirements and artistic vision,tsc
MED-MED-5030-1.1,Media,Production Design and Art,Fabric and Material Design,Select appropriate fabric and material choices for costume construction,tsc
MED-MPN-1029-1.1,Media,Production Design and Art,Prop Design,Develop props to support the creative direction of the production sets,tsc
MED-MPN-1030-1.1,Media,Production Design and Art,Set Construction,Manage the construction of full-scale sceneries and props based on set design plans,tsc
MED-MPN-2029-1.1,Media,Production Design and Art,Prop Design,Develop props to support the creative direction of the production sets,tsc
MED-MPN-2030-1.1,Media,Production Design and Art,Set Construction,Manage the construction of full-scale sceneries and props based on set design plans,tsc
MED-MPN-3028-1.1,Media,Production Design and Art,Production Design,"Research, conceptualise and execute the creative vision of productions",tsc
MED-MPN-3029-1.1,Media,Production Design and Art,Prop Design,Develop props to support the creative direction of the production sets,tsc
MED-MPN-3030-1.1,Media,Production Design and Art,Set Construction,Manage the construction of full-scale sceneries and props based on set design plans,tsc
MED-MPN-3031-1.1,Media,Production Design and Art,Set Design,"Research, conceptualise and execute visual concepts of the set to support creative direction of productions",tsc
MED-MPN-4028-1.1,Media,Production Design and Art,Production Design,"Research, conceptualise and execute the creative vision of productions",tsc
MED-MPN-4030-1.1,Media,Production Design and Art,Set Construction,Manage the construction of full-scale sceneries and props based on set design plans,tsc
MED-MPN-4031-1.1,Media,Production Design and Art,Set Design,"Research, conceptualise and execute visual concepts of the set to support creative direction of productions",tsc
MED-MPN-5028-1.1,Media,Production Design and Art,Production Design,"Research, conceptualise and execute the creative vision of productions",tsc
MED-MPN-5031-1.1,Media,Production Design and Art,Set Design,"Research, conceptualise and execute visual concepts of the set to support creative direction of productions",tsc
MED-DAT-3016-1.1,Media,Production Technical Services,Data Wrangling,Process digital media files extracted from cameras in on-set production environments,tsc
MED-MED-2058-1.1,Media,Production Technical Services,Photography,Capture images to create visually appealing photographs,tsc
MED-MED-3019-1.1,Media,Production Technical Services,Creative Camera Operations,"Manage the set-up and operations of various types of cameras, lenses and camera accessories for the creative requirements of the production of film or television content",tsc
MED-MED-3025-1.1,Media,Production Technical Services,Creative Vision Mixing,Switch between shots for transmission and recording using appropriate transition methods to merge images from various visual sources and provide suggestions to improve the creative output,tsc
MED-MED-3050-1.1,Media,Production Technical Services,Lighting Operations in Digital Lighting Control,Manage the set-up and operations of DMX lighting equipment during productions,tsc
MED-MED-3058-1.1,Media,Production Technical Services,Photography,Capture images to create visually appealing photographs,tsc
MED-MED-3065-1.1,Media,Production Technical Services,Rigging for Camera Supports,Execute installation and operation of equipment that supports the cameras for movement,tsc
MED-MED-3077-1.1,Media,Production Technical Services,Technical Camera Operations,"Manage the set-up and operations of various types of cameras, lenses and camera accessories for the technical requirements of the production of film or television content",tsc
MED-MED-3079-1.1,Media,Production Technical Services,Technical Vision Mixing,Switch between shots for transmission and recording using appropriate transition methods to merge images from various visual sources and provide suggestions to improve the technical output,tsc
MED-MED-3090-1.1,Media,Production Technical Services,Visual Style Development for Cinematography,"Define visual style bible by outlining the types of equipment, movements, angles, frame rates, lighting and other technical parameters needed to achieve the visual style of production",tsc
MED-MED-4014-1.1,Media,Production Technical Services,Cinematography for hybrid productions,Direct lighting and camera for Virtual Production,tsc
MED-MED-4041-1.1,Media,Production Technical Services,Image Capture for Spatial Computing,Manage the set-up and operation of spatial computing image capture equipment  during productions,tsc
MED-MED-4058-1.1,Media,Production Technical Services,Photography,Capture images to create visually appealing photographs,tsc
MED-MED-4090-1.1,Media,Production Technical Services,Visual Style Development for Cinematography,"Define visual style bible by outlining the types of equipment, movements, angles, frame rates, lighting and other technical parameters needed to achieve the visual style of production",tsc
MED-MED-5058-1.1,Media,Production Technical Services,Photography,Capture images to create visually appealing photographs,tsc
MED-MED-5090-1.1,Media,Production Technical Services,Visual Style Development for Cinematography,"Define visual style bible by outlining the types of equipment, movements, angles, frame rates, lighting and other technical parameters needed to achieve the visual style of production",tsc
MED-MPN-1034-1.2,Media,Production Technical Services,Camera Operations,"Manage the set-up and operations of various types of cameras, lenses and camera accessories for the production of film or television content",tsc
MED-MPN-1039-1.2,Media,Production Technical Services,Lighting Operations,Manage the set-up and operations of lighting equipment during productions,tsc
MED-MPN-1041-1.1,Media,Production Technical Services,Rigging Equipment Maintenance,Perform maintenance on rigging equipment and components to ensure safe and efficient operations,tsc
MED-MPN-1042-1.1,Media,Production Technical Services,Rigging Operations,Execute load-lifting operations and installations on set to realise the creative requirements while adhering to workplace safety and health requirements,tsc
MED-MPN-2032-1.2,Media,Production Technical Services,360 Degree Camera Operations,Manage the set-up and operations of types of 360 degree cameras and associated equipment for the production of immersive media content,tsc
MED-MPN-2033-1.2,Media,Production Technical Services,Aerial Camera Operations,"Manage the set-up and operations of types of aerial cameras, lenses and accessories for the production of content",tsc
MED-MPN-2034-1.1,Media,Production Technical Services,Camera Operations,"Manage the set-up and operations of various types of cameras, lenses and camera accessories for the production of film or television content",tsc
MED-MPN-2035-1.2,Media,Production Technical Services,"Cranes, Remote Heads and Jibs Operations","Manage the set-up and operations of cameras with cranes, remote heads and jibs to capture visuals in difficult to reach positions and angles, for the purpose of content production",tsc
MED-MPN-2036-1.1,Media,Production Technical Services,High Speed Camera Operations,Manage the set-up and operations of high speed cameras and associated equipment for content productions to capture clear visuals and deliver slow-motion effects in situations involving fast motions,tsc
MED-MPN-2037-1.2,Media,Production Technical Services,Holographic Camera Operations,"Manage the set-up and operations of different types of holographic cameras, lenses and accessories for the production of holographic content",tsc
MED-MPN-2039-1.2,Media,Production Technical Services,Lighting Operations,Manage the set-up and operations of lighting equipment during productions,tsc
MED-MPN-2040-1.1,Media,Production Technical Services,Multi-Camera Operations,Manage the set-up and operations of multiple cameras for films or television productions,tsc
MED-MPN-2041-1.1,Media,Production Technical Services,Rigging Equipment Maintenance,Perform maintenance on rigging equipment and components to ensure safe and efficient operations,tsc
MED-MPN-2042-1.1,Media,Production Technical Services,Rigging Operations,Execute load-lifting operations and installations on set to realise the creative requirements while adhering to workplace safety and health requirements,tsc
MED-MPN-2045-1.2,Media,Production Technical Services,Stabilised Camera Operations,Manage the set-up and operation of types of stabilised cameras and associated equipment to capture smooth visuals for content production in studios or outdoor settings,tsc
MED-MPN-2047-1.1,Media,Production Technical Services,Studio Technical Production,"Plan, design and execute technical operations for productions in a studio set-up",tsc
MED-MPN-2048-1.2,Media,Production Technical Services,Underwater Camera Operations,"Manage the set-up and operation of types of underwater cameras, lenses and accessories for the production of content",tsc
MED-MPN-2049-1.2,Media,Production Technical Services,Vehicle Camera Operations,"Manage the set-up and operation of vehicle cameras, lenses and accessories for the production of content",tsc
MED-MPN-2050-1.1,Media,Production Technical Services,Vision Mixing,Switch shots for programmes for transmission and recording using a variety of transition methods to join together images from various visual sources and provide suggestions for alternatives to improve the creative output,tsc
MED-MPN-3032-1.1,Media,Production Technical Services,360 Degree Camera Operations,Manage the set-up and operations of types of 360 degree cameras and associated equipment for the production of immersive media content,tsc
MED-MPN-3033-1.1,Media,Production Technical Services,Aerial Camera Operations,"Manage the set-up and operations of types of aerial cameras, lenses and accessories for the production of content",tsc
MED-MPN-3034-1.1,Media,Production Technical Services,Camera Operations,"Manage the set-up and operations of various types of cameras, lenses and camera accessories for the production of film or television content",tsc
MED-MPN-3035-1.1,Media,Production Technical Services,"Cranes, Remote Heads and Jibs Operations","Manage the set-up and operations of cameras with cranes, remote heads and jibs to capture visuals in difficult to reach positions and angles, for the purpose of content production",tsc
MED-MPN-3036-1.1,Media,Production Technical Services,High Speed Camera Operations,Manage the set-up and operations of high speed cameras and associated equipment for content productions to capture clear visuals and deliver slow-motion effects in situations involving fast motions,tsc
MED-MPN-3037-1.2,Media,Production Technical Services,Holographic Camera Operations,"Manage the set-up and operations of different types of holographic cameras, lenses and accessories for the production of holographic content",tsc
MED-MPN-3038-1.1,Media,Production Technical Services,Lighting Conceptualisation and Design,Envisage the lighting concepts and designs required to achieve the creative vision of productions,tsc
MED-MPN-3039-1.2,Media,Production Technical Services,Lighting Operations,Manage the set-up and operations of lighting equipment during productions,tsc
MED-MPN-3040-1.2,Media,Production Technical Services,Multi-Camera Operations,Manage the set-up and operations of multiple cameras for films or television productions,tsc
MED-MPN-3041-1.2,Media,Production Technical Services,Rigging Equipment Maintenance,Perform maintenance on rigging equipment and components to ensure safe and efficient operations,tsc
MED-MPN-3042-1.1,Media,Production Technical Services,Rigging Operations,Execute load-lifting operations and installations on set to realise the creative requirements while adhering to workplace safety and health requirements,tsc
MED-MPN-3043-1.1,Media,Production Technical Services,Sound Design and Creation,"Safety, Health and Welfare",tsc
MED-MPN-3044-1.1,Media,Production Technical Services,Sound Recording Operations,Manage the sound recording set-up and operations during productions,tsc
MED-MPN-3045-1.2,Media,Production Technical Services,Stabilised Camera Operations,Manage the set-up and operation of types of stabilised cameras and associated equipment to capture smooth visuals for content production in studios or outdoor settings,tsc
MED-MPN-3046-1.1,Media,Production Technical Services,Studio Graphics Operations,Develop and play out graphics to enhance the content quality and user experience,tsc
MED-MPN-3047-1.1,Media,Production Technical Services,Studio Technical Production,"Plan, design and execute technical operations for productions in a studio set-up",tsc
MED-MPN-3048-1.2,Media,Production Technical Services,Underwater Camera Operations,"Manage the set-up and operation of types of underwater cameras, lenses and accessories for the production of content",tsc
MED-MPN-3049-1.2,Media,Production Technical Services,Vehicle Camera Operations,"Manage the set-up and operation of vehicle cameras, lenses and accessories for the production of content",tsc
MED-MPN-3050-1.1,Media,Production Technical Services,Vision Mixing,Switch shots for programmes for transmission and recording using a variety of transition methods to join together images from various visual sources and provide suggestions for alternatives to improve the creative output,tsc
MED-MPN-3051-1.1,Media,Production Technical Services,Visual Style Development,"Define a visual style bible by outlining the types of equipment, movements, angles, frame rates, lighting and other technical parameters needed to achieve the visual style of production",tsc
MED-MPN-4032-1.2,Media,Production Technical Services,360 Degree Camera Operations,Manage the set-up and operations of types of 360 degree cameras and associated equipment for the production of immersive media content,tsc
MED-MPN-4033-1.2,Media,Production Technical Services,Aerial Camera Operations,"Manage the set-up and operations of types of aerial cameras, lenses and accessories for the production of content",tsc
MED-MPN-4034-1.1,Media,Production Technical Services,Camera Operations,"Manage the set-up and operations of various types of cameras, lenses and camera accessories for the production of film or television content",tsc
MED-MPN-4035-1.2,Media,Production Technical Services,"Cranes, Remote Heads and Jibs Operations","Manage the set-up and operations of cameras with cranes, remote heads and jibs to capture visuals in difficult to reach positions and angles, for the purpose of content production",tsc
MED-MPN-4036-1.1,Media,Production Technical Services,High Speed Camera Operations,Manage the set-up and operations of high speed cameras and associated equipment for content productions to capture clear visuals and deliver slow-motion effects in situations involving fast motions,tsc
MED-MPN-4037-1.2,Media,Production Technical Services,Holographic Camera Operations,"Manage the set-up and operations of different types of holographic cameras, lenses and accessories for the production of holographic content",tsc
MED-MPN-4038-1.2,Media,Production Technical Services,Lighting Conceptualisation and Design,Envisage the lighting concepts and designs required to achieve the creative vision of productions,tsc
MED-MPN-4039-1.1,Media,Production Technical Services,Lighting Operations,Manage the set-up and operations of lighting equipment during productions,tsc
MED-MPN-4040-1.2,Media,Production Technical Services,Multi-Camera Operations,Manage the set-up and operations of multiple cameras for films or television productions,tsc
MED-MPN-4042-1.2,Media,Production Technical Services,Rigging Operations,Execute load-lifting operations and installations on set to realise the creative requirements while adhering to workplace safety and health requirements,tsc
MED-MPN-4043-1.2,Media,Production Technical Services,Sound Design and Creation,"Safety, Health and Welfare",tsc
MED-MPN-4044-1.1,Media,Production Technical Services,Sound Recording Operations,Manage the sound recording set-up and operations during productions,tsc
MED-MPN-4045-1.1,Media,Production Technical Services,Stabilised Camera Operations,Manage the set-up and operation of types of stabilised cameras and associated equipment to capture smooth visuals for content production in studios or outdoor settings,tsc
MED-MPN-4046-1.1,Media,Production Technical Services,Studio Graphics Operations,Develop and play out graphics to enhance the content quality and user experience,tsc
MED-MPN-4047-1.1,Media,Production Technical Services,Studio Technical Production,"Plan, design and execute technical operations for productions in a studio set-up",tsc
MED-MPN-4048-1.2,Media,Production Technical Services,Underwater Camera Operations,"Manage the set-up and operation of types of underwater cameras, lenses and accessories for the production of content",tsc
MED-MPN-4049-1.2,Media,Production Technical Services,Vehicle Camera Operations,"Manage the set-up and operation of vehicle cameras, lenses and accessories for the production of content",tsc
MED-MPN-4050-1.1,Media,Production Technical Services,Vision Mixing,Switch shots for programmes for transmission and recording using a variety of transition methods to join together images from various visual sources and provide suggestions for alternatives to improve the creative output,tsc
MED-MPN-4051-1.1,Media,Production Technical Services,Visual Style Development,"Define a visual style bible by outlining the types of equipment, movements, angles, frame rates, lighting and other technical parameters needed to achieve the visual style of production",tsc
MED-MPN-5043-1.1,Media,Production Technical Services,Sound Design and Creation,"Safety, Health and Welfare",tsc
MED-MPN-5044-1.1,Media,Production Technical Services,Sound Recording Operations,Manage the sound recording set-up and operations during productions,tsc
MED-MPN-5051-1.1,Media,Production Technical Services,Visual Style Development,"Define a visual style bible by outlining the types of equipment, movements, angles, frame rates, lighting and other technical parameters needed to achieve the visual style of production",tsc
MED-CFC-4045-1.1,Media,Production and Direction,Fundraising and Sponsorships,Secure financial means and strategic partnerships to support content production operations,tsc
MED-CFC-5045-1.1,Media,Production and Direction,Fundraising and Sponsorships,Secure financial means and strategic partnerships to support content production operations,tsc
MED-CFC-6045-1.1,Media,Production and Direction,Fundraising and Sponsorships,Secure financial means and strategic partnerships to support content production operations,tsc
MED-CGP-3014-1.2,Media,Production and Direction,Media Law and Compliance,Manage the adherence to applicable legislations and compliance standards,tsc
MED-CGP-4014-1.2,Media,Production and Direction,Media Law and Compliance,Manage the adherence to applicable legislations and compliance standards,tsc
MED-CGP-5014-1.2,Media,Production and Direction,Media Law and Compliance,Manage the adherence to applicable legislations and compliance standards,tsc
MED-FIN-3015-1.1,Media,Production and Direction,Production Budget Management,"Develop the formal budget for entire production based on estimation of the cost of activities in the production schedule, and set up financial monitoring and control systems for tracking production's expenditure against budget",tsc
MED-FIN-4015-1.1,Media,Production and Direction,Production Budget Management,"Develop the formal budget for entire production based on estimation of the cost of activities in the production schedule, and set up financial monitoring and control systems for tracking production's expenditure against budget",tsc
MED-FIN-5015-1.1,Media,Production and Direction,Production Budget Management,"Develop the formal budget for entire production based on estimation of the cost of activities in the production schedule, and set up financial monitoring and control systems for tracking production's expenditure against budget",tsc
MED-FIN-6015-1.1,Media,Production and Direction,Production Budget Management,"Develop the formal budget for entire production based on estimation of the cost of activities in the production schedule, and set up financial monitoring and control systems for tracking production's expenditure against budget",tsc
MED-MED-3031-1.1,Media,Production and Direction,Filmmaking Concepts,"Create a motion picture or film, which is a visual medium used to tell stories, convey emotions, entertain, inform, or educate audiences",tsc
MED-MED-4031-1.1,Media,Production and Direction,Filmmaking Concepts,"Create a motion picture or film, which is a visual medium used to tell stories, convey emotions, entertain, inform, or educate audiences",tsc
MED-MPN-1025-1.1,Media,Production and Direction,Production Operations,Manage the coordination and execution of production operations,tsc
MED-MPN-2025-1.2,Media,Production and Direction,Production Operations,Manage the coordination and execution of production operations,tsc
MED-MPN-2027-1.1,Media,Production and Direction,Talent Casting,"Evaluate and select talent for productions which include managing auditions, interviews and selection and negotiation of scope, payments and terms of contract",tsc
MED-MPN-3022-1.2,Media,Production and Direction,Production team and Crew Selection,"Evaluate and select crew across all stages of production process including interviews and selection as well as negotiation of scope, payments and terms of contract",tsc
MED-MPN-3024-1.2,Media,Production and Direction,Location Scouting and Management,Identify and evaluate various locations to meet production requirements for shooting,tsc
MED-MPN-3025-1.2,Media,Production and Direction,Production Operations,Manage the coordination and execution of production operations,tsc
MED-MPN-3026-1.2,Media,Production and Direction,Production Planning and Scheduling,Establish and implement strategic production planning and scheduling to meet production targets and cycle time indices,tsc
MED-MPN-3027-1.1,Media,Production and Direction,Talent Casting,"Evaluate and select talent for productions which include managing auditions, interviews and selection and negotiation of scope, payments and terms of contract",tsc
MED-MPN-4022-1.2,Media,Production and Direction,Production team and Crew Selection,"Evaluate and select crew across all stages of production process including interviews and selection as well as negotiation of scope, payments and terms of contract",tsc
MED-MPN-4023-1.2,Media,Production and Direction,Direction,Manage the entire production cast and crew to create compelling content for the target audience,tsc
MED-MPN-4024-1.2,Media,Production and Direction,Location Scouting and Management,Identify and evaluate various locations to meet production requirements for shooting,tsc
MED-MPN-4025-1.2,Media,Production and Direction,Production Operations,Manage the coordination and execution of production operations,tsc
MED-MPN-4026-1.1,Media,Production and Direction,Production Planning and Scheduling,Establish and implement strategic production planning and scheduling to meet production targets and cycle time indices,tsc
MED-MPN-4027-1.1,Media,Production and Direction,Talent Casting,"Evaluate and select talent for productions which include managing auditions, interviews and selection and negotiation of scope, payments and terms of contract",tsc
MED-MPN-5022-1.2,Media,Production and Direction,Production team and Crew Selection,"Evaluate and select crew across all stages of production process including interviews and selection as well as negotiation of scope, payments and terms of contract",tsc
MED-MPN-5023-1.2,Media,Production and Direction,Direction,Manage the entire production cast and crew to create compelling content for the target audience,tsc
